id,name,score,score2
2364,Student2364,50,83
2365,Student2365,70,89
2366,Student2366,81,100
2367,Student2367,60,83
2368,Student2368,94,59
2369,Student2369,100,51
2370,Student2370,78,61
2371,Student2371,64,54
2372,Student2372,75,92
2373,Student2373,79,83
2374,Student2374,65,97
2375,Student2375,64,77
2376,Student2376,68,58
2377,Student2377,81,51
2378,Student2378,55,100
2379,Student2379,86,50
2380,Student2380,84,72
2381,Student2381,68,92
2382,Student2382,97,91
2383,Student2383,96,68
2384,Student2384,63,100
2385,Student2385,66,78
2386,Student2386,73,99
2387,Student2387,74,55
2388,Student2388,52,58
2389,Student2389,78,53
2390,Student2390,52,82
2391,Student2391,50,94
2392,Student2392,79,84
2393,Student2393,87,58
2394,Student2394,75,51
2395,Student2395,83,52
2396,Student2396,58,51
2397,Student2397,70,77
2398,Student2398,84,85
2399,Student2399,62,80
2400,Student2400,74,92
2401,Student2401,89,55
2402,Student2402,73,62
2403,Student2403,56,75
2404,Student2404,76,67
2405,Student2405,86,93
2406,Student2406,84,61
2407,Student2407,63,83
2408,Student2408,75,69
2409,Student2409,70,93
2410,Student2410,76,90
2411,Student2411,80,64
2412,Student2412,54,61
2413,Student2413,50,52
2414,Student2414,54,90
2415,Student2415,78,80
2416,Student2416,99,76
2417,Student2417,90,80
2418,Student2418,92,50
2419,Student2419,92,61
2420,Student2420,74,73
2421,Student2421,93,68
2422,Student2422,52,72
2423,Student2423,57,50
2424,Student2424,96,73
2425,Student2425,84,51
2426,Student2426,93,78
2427,Student2427,56,75
2428,Student2428,85,97
2429,Student2429,95,53
2430,Student2430,50,97
2431,Student2431,60,83
2432,Student2432,87,78
2433,Student2433,95,57
2434,Student2434,68,96
2435,Student2435,73,91
2436,Student2436,92,86
2437,Student2437,64,62
2438,Student2438,60,91
2439,Student2439,94,71
2440,Student2440,90,69
2441,Student2441,55,93
2442,Student2442,56,73
2443,Student2443,95,73
2444,Student2444,92,70
2445,Student2445,75,57
2446,Student2446,74,89
2447,Student2447,67,58
2448,Student2448,75,72
2449,Student2449,89,84
2450,Student2450,63,75
2451,Student2451,75,53
2452,Student2452,67,92
2453,Student2453,52,83
2454,Student2454,79,83
2455,Student2455,51,93
2456,Student2456,82,98
2457,Student2457,99,95
2458,Student2458,56,64
2459,Student2459,96,83
2460,Student2460,82,86
2461,Student2461,62,68
2462,Student2462,88,83
2463,Student2463,92,95
2464,Student2464,95,97
2465,Student2465,94,81
2466,Student2466,73,58
2467,Student2467,65,83
2468,Student2468,57,71
2469,Student2469,53,78
2470,Student2470,53,79
2471,Student2471,92,100
2472,Student2472,89,88
2473,Student2473,84,88
2474,Student2474,68,51
2475,Student2475,56,92
2476,Student2476,58,79
2477,Student2477,77,81
2478,Student2478,81,76
2479,Student2479,94,94
2480,Student2480,66,74
2481,Student2481,52,50
2482,Student2482,98,76
2483,Student2483,77,60
2484,Student2484,99,98
2485,Student2485,85,53
2486,Student2486,58,77
2487,Student2487,64,87
2488,Student2488,72,53
2489,Student2489,81,59
2490,Student2490,74,82
2491,Student2491,75,83
2492,Student2492,67,76
2493,Student2493,50,77
2494,Student2494,57,55
2495,Student2495,65,95
2496,Student2496,97,68
2497,Student2497,84,95
2498,Student2498,98,68
2499,Student2499,91,51
2500,Student2500,90,63
2501,Student2501,75,51
2502,Student2502,62,94
2503,Student2503,50,85
2504,Student2504,52,73
2505,Student2505,72,86
2506,Student2506,100,97
2507,Student2507,78,78
2508,Student2508,77,78
2509,Student2509,98,50
2510,Student2510,51,68
2511,Student2511,70,85
2512,Student2512,87,71
2513,Student2513,86,60
2514,Student2514,62,53
2515,Student2515,72,54
2516,Student2516,78,99
2517,Student2517,64,69
2518,Student2518,68,54
2519,Student2519,51,62
2520,Student2520,92,53
2521,Student2521,54,51
2522,Student2522,89,100
2523,Student2523,58,68
2524,Student2524,88,83
2525,Student2525,85,54
2526,Student2526,67,83
2527,Student2527,89,65
2528,Student2528,76,55
2529,Student2529,85,54
2530,Student2530,60,65
2531,Student2531,92,73
2532,Student2532,90,50
2533,Student2533,74,83
2534,Student2534,76,97
2535,Student2535,67,97
2536,Student2536,56,50
2537,Student2537,69,98
2538,Student2538,84,98
2539,Student2539,51,79
2540,Student2540,88,61
2541,Student2541,70,97
2542,Student2542,73,57
2543,Student2543,72,57
2544,Student2544,78,78
2545,Student2545,57,73
2546,Student2546,54,73
2547,Student2547,71,92
2548,Student2548,98,94
2549,Student2549,64,94
2550,Student2550,52,88
2551,Student2551,50,65
2552,Student2552,85,93
2553,Student2553,83,83
2554,Student2554,82,66
2555,Student2555,64,55
2556,Student2556,50,53
2557,Student2557,93,84
2558,Student2558,52,75
2559,Student2559,99,83
2560,Student2560,55,65
2561,Student2561,52,82
2562,Student2562,70,87
2563,Student2563,64,57
2564,Student2564,68,70
2565,Student2565,82,88
2566,Student2566,72,94
2567,Student2567,83,67
2568,Student2568,71,80
2569,Student2569,99,67
2570,Student2570,84,97
2571,Student2571,82,66
2572,Student2572,56,68
2573,Student2573,91,88
2574,Student2574,63,70
2575,Student2575,93,80
2576,Student2576,72,73
2577,Student2577,74,89
2578,Student2578,65,50
2579,Student2579,60,63
2580,Student2580,51,98
2581,Student2581,65,73
2582,Student2582,69,70
2583,Student2583,83,67
2584,Student2584,67,63
2585,Student2585,50,84
2586,Student2586,97,54
2587,Student2587,72,61
2588,Student2588,50,93
2589,Student2589,59,60
2590,Student2590,72,76
2591,Student2591,84,90
2592,Student2592,50,69
2593,Student2593,50,96
2594,Student2594,83,80
2595,Student2595,74,70
2596,Student2596,94,54
2597,Student2597,93,62
2598,Student2598,51,88
2599,Student2599,82,89
2600,Student2600,79,53
2601,Student2601,51,93
2602,Student2602,82,96
2603,Student2603,77,85
2604,Student2604,83,92
2605,Student2605,56,87
2606,Student2606,86,56
2607,Student2607,72,68
2608,Student2608,94,91
2609,Student2609,74,90
2610,Student2610,58,53
2611,Student2611,61,55
2612,Student2612,67,52
2613,Student2613,100,85
2614,Student2614,61,83
2615,Student2615,62,97
2616,Student2616,62,63
2617,Student2617,51,56
2618,Student2618,99,83
2619,Student2619,54,55
2620,Student2620,71,94
2621,Student2621,85,53
2622,Student2622,72,83
2623,Student2623,53,98
2624,Student2624,63,93
2625,Student2625,63,86
2626,Student2626,78,77
2627,Student2627,66,54
2628,Student2628,51,83
2629,Student2629,95,100
2630,Student2630,53,67
2631,Student2631,93,79
2632,Student2632,55,81
2633,Student2633,85,65
2634,Student2634,92,71
2635,Student2635,54,86
2636,Student2636,61,69
2637,Student2637,53,97
2638,Student2638,89,73
2639,Student2639,92,57
2640,Student2640,93,54
2641,Student2641,95,95
2642,Student2642,63,57
2643,Student2643,85,75
2644,Student2644,94,78
2645,Student2645,85,57
2646,Student2646,68,66
2647,Student2647,67,98
2648,Student2648,72,98
2649,Student2649,83,67
2650,Student2650,50,68
2651,Student2651,86,53
2652,Student2652,57,66
2653,Student2653,92,67
2654,Student2654,83,52
2655,Student2655,82,81
2656,Student2656,50,78
2657,Student2657,65,87
2658,Student2658,99,71
2659,Student2659,92,81
2660,Student2660,88,73
2661,Student2661,76,74
2662,Student2662,100,61
2663,Student2663,68,54
2664,Student2664,52,60
2665,Student2665,77,88
2666,Student2666,84,58
2667,Student2667,60,90
2668,Student2668,57,70
2669,Student2669,91,94
2670,Student2670,63,56
2671,Student2671,55,83
2672,Student2672,73,51
2673,Student2673,52,55
2674,Student2674,82,74
2675,Student2675,94,67
2676,Student2676,57,64
2677,Student2677,98,56
2678,Student2678,86,98
2679,Student2679,97,68
2680,Student2680,57,56
2681,Student2681,57,59
2682,Student2682,85,77
2683,Student2683,74,98
2684,Student2684,50,51
2685,Student2685,100,54
2686,Student2686,80,97
2687,Student2687,64,52
2688,Student2688,51,50
2689,Student2689,84,88
2690,Student2690,95,76
2691,Student2691,97,79
2692,Student2692,63,72
2693,Student2693,81,98
2694,Student2694,54,85
2695,Student2695,66,65
2696,Student2696,56,66
2697,Student2697,71,86
2698,Student2698,76,88
2699,Student2699,57,90
2700,Student2700,57,95
2701,Student2701,55,83
2702,Student2702,84,68
2703,Student2703,59,55
2704,Student2704,87,70
2705,Student2705,74,89
2706,Student2706,55,77
2707,Student2707,72,58
2708,Student2708,73,82
2709,Student2709,88,76
2710,Student2710,67,82
2711,Student2711,81,65
2712,Student2712,95,72
2713,Student2713,100,56
2714,Student2714,90,92
2715,Student2715,93,85
2716,Student2716,64,70
2717,Student2717,81,70
2718,Student2718,72,91
2719,Student2719,79,84
2720,Student2720,79,56
2721,Student2721,76,59
2722,Student2722,90,91
2723,Student2723,55,68
2724,Student2724,87,100
2725,Student2725,95,50
2726,Student2726,91,52
2727,Student2727,93,96
2728,Student2728,69,60
2729,Student2729,100,80
2730,Student2730,77,71
2731,Student2731,95,78
2732,Student2732,57,75
2733,Student2733,100,55
2734,Student2734,68,74
2735,Student2735,80,94
2736,Student2736,69,66
2737,Student2737,68,98
2738,Student2738,77,73
2739,Student2739,100,54
2740,Student2740,95,78
2741,Student2741,66,82
2742,Student2742,74,95
2743,Student2743,57,65
2744,Student2744,52,96
2745,Student2745,70,96
2746,Student2746,91,66
2747,Student2747,61,78
2748,Student2748,56,88
2749,Student2749,73,92
2750,Student2750,60,95
2751,Student2751,86,67
2752,Student2752,90,54
2753,Student2753,95,68
2754,Student2754,71,65
2755,Student2755,92,59
2756,Student2756,79,70
2757,Student2757,77,84
2758,Student2758,99,53
2759,Student2759,81,57
2760,Student2760,75,78
2761,Student2761,85,81
2762,Student2762,64,51
2763,Student2763,60,100
2764,Student2764,95,85
2765,Student2765,66,75
2766,Student2766,73,71
2767,Student2767,56,57
2768,Student2768,70,78
2769,Student2769,65,64
2770,Student2770,65,60
2771,Student2771,98,74
2772,Student2772,80,72
2773,Student2773,60,71
2774,Student2774,77,58
2775,Student2775,91,74
2776,Student2776,52,97
2777,Student2777,96,63
2778,Student2778,61,63
2779,Student2779,72,57
2780,Student2780,63,67
2781,Student2781,98,51
2782,Student2782,56,87
2783,Student2783,78,99
2784,Student2784,89,64
2785,Student2785,67,65
2786,Student2786,70,98
2787,Student2787,58,83
2788,Student2788,91,65
2789,Student2789,60,66
2790,Student2790,66,53
2791,Student2791,60,100
2792,Student2792,99,58
2793,Student2793,65,84
2794,Student2794,72,67
2795,Student2795,87,75
2796,Student2796,82,58
2797,Student2797,94,78
2798,Student2798,59,55
2799,Student2799,64,57
2800,Student2800,85,65
2801,Student2801,86,63
2802,Student2802,78,67
2803,Student2803,77,63
2804,Student2804,99,94
2805,Student2805,84,53
2806,Student2806,57,83
2807,Student2807,95,100
2808,Student2808,55,92
2809,Student2809,74,84
2810,Student2810,98,57
2811,Student2811,63,89
2812,Student2812,56,94
2813,Student2813,83,76
2814,Student2814,75,77
2815,Student2815,99,65
2816,Student2816,84,72
2817,Student2817,79,75
2818,Student2818,61,63
2819,Student2819,83,75
2820,Student2820,66,74
2821,Student2821,94,97
2822,Student2822,62,87
2823,Student2823,98,57
2824,Student2824,71,56
2825,Student2825,55,77
2826,Student2826,66,84
2827,Student2827,53,97
2828,Student2828,67,62
2829,Student2829,78,77
2830,Student2830,90,82
2831,Student2831,56,87
2832,Student2832,69,68
2833,Student2833,84,68
2834,Student2834,85,54
2835,Student2835,54,68
2836,Student2836,69,95
2837,Student2837,88,86
2838,Student2838,62,78
2839,Student2839,97,56
2840,Student2840,58,76
2841,Student2841,62,65
2842,Student2842,92,54
2843,Student2843,70,86
2844,Student2844,87,60
2845,Student2845,92,64
2846,Student2846,61,96
2847,Student2847,70,100
2848,Student2848,73,91
2849,Student2849,68,74
2850,Student2850,68,69
2851,Student2851,71,99
2852,Student2852,70,61
2853,Student2853,95,72
2854,Student2854,55,86
2855,Student2855,95,98
2856,Student2856,96,92
2857,Student2857,59,99
2858,Student2858,50,83
2859,Student2859,54,66
2860,Student2860,85,54
2861,Student2861,55,98
2862,Student2862,59,73
2863,Student2863,73,56
2864,Student2864,64,58
2865,Student2865,67,90
2866,Student2866,93,83
2867,Student2867,52,99
2868,Student2868,71,61
2869,Student2869,82,56
2870,Student2870,56,87
2871,Student2871,74,77
2872,Student2872,54,85
2873,Student2873,50,76
2874,Student2874,67,91
2875,Student2875,54,58
2876,Student2876,79,60
2877,Student2877,78,69
2878,Student2878,72,59
2879,Student2879,78,74
2880,Student2880,96,57
2881,Student2881,91,62
2882,Student2882,90,87
2883,Student2883,57,68
2884,Student2884,53,84
2885,Student2885,71,97
2886,Student2886,52,97
2887,Student2887,92,91
2888,Student2888,100,76
2889,Student2889,93,73
2890,Student2890,69,60
2891,Student2891,86,69
2892,Student2892,97,56
2893,Student2893,87,68
2894,Student2894,85,84
2895,Student2895,96,94
2896,Student2896,55,98
2897,Student2897,65,91
2898,Student2898,78,61
2899,Student2899,71,53
2900,Student2900,69,77
2901,Student2901,86,100
2902,Student2902,89,72
2903,Student2903,79,93
2904,Student2904,71,95
2905,Student2905,57,60
2906,Student2906,56,61
2907,Student2907,93,56
2908,Student2908,96,65
2909,Student2909,80,62
2910,Student2910,73,74
2911,Student2911,69,58
2912,Student2912,53,52
2913,Student2913,53,73
2914,Student2914,61,84
2915,Student2915,65,84
2916,Student2916,70,65
2917,Student2917,93,65
2918,Student2918,72,79
2919,Student2919,79,55
2920,Student2920,56,97
2921,Student2921,93,55
2922,Student2922,59,71
2923,Student2923,96,52
2924,Student2924,85,99
2925,Student2925,80,81
2926,Student2926,54,79
2927,Student2927,65,88
2928,Student2928,65,59
2929,Student2929,72,59
2930,Student2930,74,61
2931,Student2931,94,64
2932,Student2932,68,69
2933,Student2933,81,54
2934,Student2934,67,91
2935,Student2935,91,88
2936,Student2936,84,72
2937,Student2937,52,79
2938,Student2938,74,100
2939,Student2939,72,100
2940,Student2940,89,59
2941,Student2941,87,63
2942,Student2942,55,86
2943,Student2943,55,61
2944,Student2944,69,98
2945,Student2945,88,73
2946,Student2946,68,96
2947,Student2947,83,82
2948,Student2948,58,90
2949,Student2949,82,85
2950,Student2950,52,90
2951,Student2951,65,77
2952,Student2952,69,85
2953,Student2953,72,53
2954,Student2954,58,73
2955,Student2955,74,85
2956,Student2956,79,63
2957,Student2957,75,93
2958,Student2958,77,98
2959,Student2959,64,58
2960,Student2960,68,54
2961,Student2961,83,99
2962,Student2962,100,85
2963,Student2963,84,81
2964,Student2964,54,70
2965,Student2965,79,57
2966,Student2966,90,56
2967,Student2967,96,56
2968,Student2968,52,78
2969,Student2969,54,74
2970,Student2970,92,55
2971,Student2971,78,68
2972,Student2972,56,68
2973,Student2973,76,70
2974,Student2974,57,63
2975,Student2975,84,75
2976,Student2976,99,98
2977,Student2977,61,77
2978,Student2978,68,57
2979,Student2979,93,98
2980,Student2980,57,70
2981,Student2981,93,75
2982,Student2982,64,85
2983,Student2983,63,98
2984,Student2984,99,68
2985,Student2985,88,66
2986,Student2986,79,96
2987,Student2987,93,86
2988,Student2988,87,84
2989,Student2989,73,73
2990,Student2990,80,90
2991,Student2991,52,79
2992,Student2992,99,54
2993,Student2993,66,52
2994,Student2994,52,77
2995,Student2995,62,87
2996,Student2996,85,68
2997,Student2997,72,88
2998,Student2998,57,66
2999,Student2999,63,82
3000,Student3000,86,77
3001,Student3001,90,76
3002,Student3002,85,53
3003,Student3003,64,64
3004,Student3004,96,77
3005,Student3005,89,67
3006,Student3006,69,98
3007,Student3007,73,63
3008,Student3008,83,51
3009,Student3009,74,56
3010,Student3010,71,75
3011,Student3011,100,53
3012,Student3012,69,59
3013,Student3013,65,55
3014,Student3014,96,51
3015,Student3015,76,52
3016,Student3016,96,79
3017,Student3017,73,83
3018,Student3018,96,87
3019,Student3019,69,69
3020,Student3020,77,50
3021,Student3021,78,70
3022,Student3022,71,66
3023,Student3023,98,54
3024,Student3024,64,85
3025,Student3025,89,89
3026,Student3026,62,84
3027,Student3027,64,85
3028,Student3028,90,56
3029,Student3029,54,55
3030,Student3030,72,80
3031,Student3031,68,95
3032,Student3032,54,50
3033,Student3033,72,63
3034,Student3034,53,93
3035,Student3035,63,77
3036,Student3036,89,57
3037,Student3037,55,53
3038,Student3038,76,86
3039,Student3039,68,88
3040,Student3040,74,58
3041,Student3041,59,78
3042,Student3042,96,76
3043,Student3043,97,54
3044,Student3044,65,63
3045,Student3045,50,84
3046,Student3046,73,86
3047,Student3047,83,91
3048,Student3048,65,59
3049,Student3049,85,56
3050,Student3050,78,93
3051,Student3051,53,92
3052,Student3052,66,95
3053,Student3053,56,95
3054,Student3054,53,94
3055,Student3055,68,78
3056,Student3056,75,56
3057,Student3057,98,95
3058,Student3058,62,95
3059,Student3059,93,60
3060,Student3060,64,59
3061,Student3061,69,74
3062,Student3062,56,94
3063,Student3063,60,70
3064,Student3064,89,99
3065,Student3065,95,55
3066,Student3066,97,61
3067,Student3067,52,65
3068,Student3068,88,61
3069,Student3069,84,67
3070,Student3070,70,61
3071,Student3071,52,52
3072,Student3072,88,51
3073,Student3073,74,61
3074,Student3074,96,100
3075,Student3075,98,51
3076,Student3076,80,92
3077,Student3077,57,54
3078,Student3078,63,75
3079,Student3079,67,57
3080,Student3080,80,55
3081,Student3081,69,87
3082,Student3082,64,81
3083,Student3083,90,72
3084,Student3084,74,88
3085,Student3085,96,63
3086,Student3086,72,91
3087,Student3087,67,60
3088,Student3088,57,84
3089,Student3089,100,87
3090,Student3090,90,50
3091,Student3091,89,57
3092,Student3092,97,88
3093,Student3093,93,86
3094,Student3094,90,75
3095,Student3095,63,62
3096,Student3096,78,66
3097,Student3097,54,59
3098,Student3098,74,62
3099,Student3099,77,56
3100,Student3100,98,54
3101,Student3101,96,81
3102,Student3102,73,92
3103,Student3103,50,73
3104,Student3104,97,72
3105,Student3105,75,56
3106,Student3106,63,55
3107,Student3107,63,88
3108,Student3108,82,80
3109,Student3109,78,53
3110,Student3110,58,52
3111,Student3111,60,83
3112,Student3112,60,88
3113,Student3113,92,72
3114,Student3114,99,58
3115,Student3115,79,75
3116,Student3116,55,97
3117,Student3117,52,53
3118,Student3118,94,52
3119,Student3119,81,100
3120,Student3120,94,52
3121,Student3121,94,62
3122,Student3122,96,66
3123,Student3123,63,50
3124,Student3124,73,86
3125,Student3125,75,62
3126,Student3126,75,98
3127,Student3127,100,92
3128,Student3128,97,84
3129,Student3129,69,86
3130,Student3130,79,97
3131,Student3131,86,55
3132,Student3132,77,90
3133,Student3133,99,83
3134,Student3134,86,51
3135,Student3135,82,97
3136,Student3136,75,52
3137,Student3137,82,79
3138,Student3138,65,96
3139,Student3139,59,87
3140,Student3140,87,59
3141,Student3141,68,74
3142,Student3142,64,68
3143,Student3143,52,65
3144,Student3144,76,81
3145,Student3145,97,85
3146,Student3146,90,79
3147,Student3147,66,70
3148,Student3148,88,64
3149,Student3149,53,53
3150,Student3150,84,64
3151,Student3151,95,92
3152,Student3152,80,76
3153,Student3153,89,66
3154,Student3154,64,99
3155,Student3155,67,58
3156,Student3156,96,67
3157,Student3157,85,87
3158,Student3158,99,50
3159,Student3159,70,95
3160,Student3160,50,78
3161,Student3161,61,72
3162,Student3162,85,51
3163,Student3163,56,71
3164,Student3164,62,81
3165,Student3165,96,71
3166,Student3166,65,54
3167,Student3167,83,69
3168,Student3168,73,65
3169,Student3169,53,100
3170,Student3170,100,64
3171,Student3171,55,79
3172,Student3172,50,61
3173,Student3173,53,94
3174,Student3174,70,88
3175,Student3175,66,73
3176,Student3176,51,73
3177,Student3177,90,63
3178,Student3178,84,61
3179,Student3179,76,99
3180,Student3180,91,57
3181,Student3181,56,89
3182,Student3182,92,74
3183,Student3183,72,90
3184,Student3184,93,73
3185,Student3185,53,68
3186,Student3186,80,69
3187,Student3187,75,78
3188,Student3188,100,61
3189,Student3189,68,91
3190,Student3190,79,80
3191,Student3191,63,67
3192,Student3192,83,62
3193,Student3193,73,70
3194,Student3194,94,84
3195,Student3195,85,97
3196,Student3196,80,97
3197,Student3197,92,72
3198,Student3198,69,68
3199,Student3199,64,68
3200,Student3200,98,50
3201,Student3201,60,91
3202,Student3202,66,83
3203,Student3203,78,84
3204,Student3204,84,76
3205,Student3205,54,57
3206,Student3206,91,82
3207,Student3207,92,56
3208,Student3208,63,91
3209,Student3209,67,65
3210,Student3210,82,63
3211,Student3211,85,56
3212,Student3212,83,79
3213,Student3213,72,85
3214,Student3214,78,50
3215,Student3215,69,62
3216,Student3216,71,94
3217,Student3217,59,59
3218,Student3218,50,82
3219,Student3219,86,84
3220,Student3220,54,66
3221,Student3221,70,77
3222,Student3222,88,89
3223,Student3223,90,94
3224,Student3224,61,88
3225,Student3225,74,89
3226,Student3226,58,65
3227,Student3227,83,52
3228,Student3228,76,79
3229,Student3229,60,66
3230,Student3230,73,50
3231,Student3231,85,93
3232,Student3232,100,88
3233,Student3233,68,58
3234,Student3234,84,58
3235,Student3235,85,96
3236,Student3236,94,68
3237,Student3237,88,80
3238,Student3238,94,99
3239,Student3239,94,53
3240,Student3240,77,72
3241,Student3241,90,52
3242,Student3242,85,57
3243,Student3243,72,76
3244,Student3244,96,76
3245,Student3245,82,55
3246,Student3246,99,89
3247,Student3247,69,79
3248,Student3248,79,54
3249,Student3249,84,59
3250,Student3250,88,93
3251,Student3251,90,78
3252,Student3252,99,95
3253,Student3253,52,85
3254,Student3254,57,78
3255,Student3255,67,86
3256,Student3256,84,50
3257,Student3257,79,77
3258,Student3258,65,68
3259,Student3259,86,64
3260,Student3260,88,78
3261,Student3261,76,93
3262,Student3262,92,64
3263,Student3263,72,71
3264,Student3264,95,80
3265,Student3265,52,50
3266,Student3266,75,62
3267,Student3267,58,69
3268,Student3268,65,58
3269,Student3269,82,60
3270,Student3270,61,57
3271,Student3271,63,53
3272,Student3272,63,78
3273,Student3273,83,70
3274,Student3274,78,63
3275,Student3275,89,63
3276,Student3276,87,69
3277,Student3277,93,64
3278,Student3278,65,83
3279,Student3279,94,64
3280,Student3280,75,85
3281,Student3281,85,68
3282,Student3282,77,90
3283,Student3283,89,50
3284,Student3284,85,57
3285,Student3285,52,96
3286,Student3286,64,61
3287,Student3287,64,98
3288,Student3288,99,83
3289,Student3289,78,90
3290,Student3290,56,77
3291,Student3291,52,50
3292,Student3292,52,91
3293,Student3293,77,86
3294,Student3294,73,54
3295,Student3295,70,94
3296,Student3296,76,99
3297,Student3297,53,83
3298,Student3298,71,70
3299,Student3299,89,57
3300,Student3300,93,65
3301,Student3301,56,65
3302,Student3302,51,91
3303,Student3303,82,52
3304,Student3304,60,94
3305,Student3305,97,75
3306,Student3306,74,76
3307,Student3307,84,82
3308,Student3308,83,52
3309,Student3309,97,81
3310,Student3310,60,97
3311,Student3311,94,66
3312,Student3312,73,84
3313,Student3313,93,51
3314,Student3314,73,97
3315,Student3315,53,77
3316,Student3316,78,61
3317,Student3317,82,57
3318,Student3318,82,78
3319,Student3319,53,64
3320,Student3320,85,65
3321,Student3321,84,74
3322,Student3322,59,51
3323,Student3323,97,65
3324,Student3324,62,58
3325,Student3325,61,72
3326,Student3326,88,82
3327,Student3327,92,99
3328,Student3328,98,90
3329,Student3329,99,97
3330,Student3330,99,77
3331,Student3331,79,99
3332,Student3332,76,78
3333,Student3333,89,50
3334,Student3334,65,79
3335,Student3335,50,57
3336,Student3336,93,87
3337,Student3337,60,74
3338,Student3338,88,77
3339,Student3339,84,56
3340,Student3340,58,99
3341,Student3341,96,94
3342,Student3342,76,68
3343,Student3343,55,78
3344,Student3344,93,58
3345,Student3345,51,96
3346,Student3346,86,64
3347,Student3347,72,78
3348,Student3348,97,74
3349,Student3349,73,100
3350,Student3350,73,71
3351,Student3351,95,73
3352,Student3352,76,93
3353,Student3353,79,66
3354,Student3354,78,70
3355,Student3355,54,93
3356,Student3356,85,86
3357,Student3357,54,65
3358,Student3358,71,76
3359,Student3359,59,81
3360,Student3360,93,52
3361,Student3361,73,77
3362,Student3362,86,78
3363,Student3363,57,67
3364,Student3364,68,98
3365,Student3365,51,51
3366,Student3366,99,61
3367,Student3367,64,52
3368,Student3368,56,80
3369,Student3369,69,77
3370,Student3370,66,89
3371,Student3371,50,79
3372,Student3372,100,59
3373,Student3373,87,99
3374,Student3374,80,67
3375,Student3375,54,92
3376,Student3376,75,66
3377,Student3377,65,85
3378,Student3378,93,54
3379,Student3379,68,55
3380,Student3380,53,80
3381,Student3381,62,64
3382,Student3382,64,86
3383,Student3383,84,80
3384,Student3384,98,92
3385,Student3385,90,87
3386,Student3386,80,77
3387,Student3387,93,55
3388,Student3388,78,71
3389,Student3389,81,85
3390,Student3390,66,94
3391,Student3391,59,98
3392,Student3392,89,67
3393,Student3393,75,82
3394,Student3394,88,53
3395,Student3395,76,76
3396,Student3396,98,84
3397,Student3397,66,93
3398,Student3398,86,61
3399,Student3399,51,57
3400,Student3400,56,54
3401,Student3401,86,88
3402,Student3402,98,54
3403,Student3403,69,63
3404,Student3404,52,90
3405,Student3405,81,65
3406,Student3406,54,74
3407,Student3407,72,56
3408,Student3408,77,90
3409,Student3409,72,51
3410,Student3410,84,78
3411,Student3411,82,61
3412,Student3412,82,86
3413,Student3413,65,50
3414,Student3414,82,54
3415,Student3415,65,92
3416,Student3416,69,53
3417,Student3417,92,62
3418,Student3418,86,86
3419,Student3419,51,83
3420,Student3420,71,69
3421,Student3421,90,75
3422,Student3422,94,55
3423,Student3423,71,79
3424,Student3424,52,64
3425,Student3425,52,97
3426,Student3426,74,99
3427,Student3427,86,67
3428,Student3428,50,51
3429,Student3429,75,69
3430,Student3430,57,58
3431,Student3431,59,95
3432,Student3432,88,85
3433,Student3433,52,58
3434,Student3434,59,57
3435,Student3435,83,75
3436,Student3436,50,54
3437,Student3437,77,69
3438,Student3438,66,77
3439,Student3439,55,55
3440,Student3440,63,53
3441,Student3441,65,85
3442,Student3442,92,86
3443,Student3443,95,81
3444,Student3444,82,64
3445,Student3445,73,59
3446,Student3446,60,90
3447,Student3447,83,99
3448,Student3448,73,98
3449,Student3449,71,50
3450,Student3450,72,90
3451,Student3451,50,53
3452,Student3452,83,87
3453,Student3453,90,95
3454,Student3454,91,85
3455,Student3455,74,81
3456,Student3456,88,91
3457,Student3457,91,68
3458,Student3458,92,69
3459,Student3459,73,78
3460,Student3460,96,59
3461,Student3461,79,63
3462,Student3462,79,95
3463,Student3463,96,50
3464,Student3464,56,69
3465,Student3465,77,74
3466,Student3466,84,71
3467,Student3467,94,67
3468,Student3468,79,84
3469,Student3469,54,61
3470,Student3470,56,73
3471,Student3471,86,61
3472,Student3472,67,53
3473,Student3473,100,80
3474,Student3474,58,65
3475,Student3475,57,88
3476,Student3476,89,81
3477,Student3477,65,91
3478,Student3478,84,68
3479,Student3479,51,94
3480,Student3480,87,69
3481,Student3481,50,83
3482,Student3482,68,76
3483,Student3483,53,50
3484,Student3484,83,64
3485,Student3485,88,91
3486,Student3486,92,86
3487,Student3487,81,55
3488,Student3488,76,64
3489,Student3489,96,83
3490,Student3490,50,66
3491,Student3491,72,90
3492,Student3492,87,58
3493,Student3493,98,54
3494,Student3494,88,95
3495,Student3495,56,50
3496,Student3496,73,97
3497,Student3497,71,99
3498,Student3498,97,58
3499,Student3499,51,76
3500,Student3500,94,93
3501,Student3501,61,73
3502,Student3502,83,63
3503,Student3503,52,83
3504,Student3504,55,67
3505,Student3505,61,99
3506,Student3506,69,95
3507,Student3507,68,65
3508,Student3508,75,59
3509,Student3509,74,83
3510,Student3510,74,69
3511,Student3511,66,67
3512,Student3512,82,61
3513,Student3513,62,55
3514,Student3514,63,81
3515,Student3515,93,93
3516,Student3516,76,69
3517,Student3517,69,100
3518,Student3518,74,68
3519,Student3519,100,91
3520,Student3520,67,80
3521,Student3521,95,81
3522,Student3522,99,54
3523,Student3523,89,71
3524,Student3524,100,67
3525,Student3525,73,98
3526,Student3526,68,90
3527,Student3527,100,89
3528,Student3528,88,55
